identifier,name,description
42e054c8-e913-55c3-9189-92f00da38701,,Recognize fractions that are equivalent to whole numbers
4ef42a2b-bd4e-5799-ad4c-ab53ca8d0411,,Expand linear expressions with rational coefficients
6b8e01c1-3828-5323-bb86-45a2477dee47,,Add linear expressions with rational coefficients
c2fa886c-95f6-5cab-90a3-830f2717f585,,Subtract linear expressions with rational coefficients
cde129c9-792e-55c8-817e-1202e78c8b62,,Factor linear expressions with rational coefficients
c42a0f78-a738-55dc-9cc5-92a17e9aa61a,,"Use geometric shapes, their measures, and their properties to describe objects"
9ed45589-f513-5dba-a598-bce4d83811a2,,Identify two events as disjoint (mutually exclusive)
fca76454-9f1a-5e9f-a5db-8ffc111eb6a5,,Calculate probabilities using the general addition rule P(A or B) = P(A) + P(B) - P(A and B)
fdfc32b2-0199-5b40-b394-ad1d600fe8f7,,Interpret probabilities calculated with the general addition rule in context
67bdbbc4-3be3-522f-bbb6-83d2e5853a39,,Generate multiple samples (or simulated samples) of the same size to gauge the variation in estimates or predictions
6f445725-a872-5116-9de7-881d78cb4966,,Generate multiple samples of categorical data of the same size to gauge the variation in estimates or predictions.
78dd8689-5f5a-570e-b505-e6985f19bc16,,"Understand that sample statistics are estimates of population statistics but are not the same, and sample statistics will vary by sample"
8cf753cf-796f-5ceb-8509-3ee295c348d5,,Generate multiple samples (or simulated samples) of the same size of numerical data to gauge the variation in estimates or predictions
c5ae0dd5-c795-5993-995f-88b284782c0b,,Use data from a random sample to draw inferences about a population with an unknown characteristic of interest
d3571b9e-617c-5b15-86bc-8033428420bb,,Verify that no combination of basic rigid motions will change whether two lines or line segments are parallel or not
0a7a9ee1-cb02-5b7d-8410-9ef16aab932c,,Record a composition of ten ones and some further ones (numbers from 11 to 19) with a drawing
17704693-2e39-5766-8973-6abd8e778de5,,Record a decomposition of a number from 11 to 19 into ten ones and some further ones with an equation
901c35e9-d932-5701-b21f-ebf09d6f3158,,"Know that numbers from 11 to 19 are composed of ten ones and either one, two, three, four, five, six, seven, eight, or nine ones"
b2046c2d-b0f7-50b0-a7c8-d924c8e4cc8e,,Record a composition of ten ones and some further ones (numbers from 11 to 19) with an equation
cd964993-ad69-5025-a653-4f397f01148d,,Record a decomposition of a number from 11 to 19 into ten ones and some further ones with a drawing
d2918c03-18b5-5eb6-840a-0c96e3e411da,,Decompose numbers from 11 to 19 into ten ones and some further ones
ec5ef28f-347c-5a34-9f85-185a6c9234ce,,Compose numbers from 11 to 19 into ten ones and some further ones
af5ac1f9-631b-583e-a202-f436b2c6065f,,Students understand volume as a measure of space taken up by an object
b39daa6d-6ef9-5322-9331-d38a806b52ec,,Recognize volume as an attribute of solid figures
18baa937-6c61-5248-93a4-1a5bfbc4e99a,,Use ratios to convert between measurement units
534e2e4c-8189-515f-9241-1b4c011556a7,,Use ratios as conversion factors
029248f4-70a2-5462-9380-51fb9af44304,,Interpret multiplication as scaling (resizing) by comparing the size of a product to the size of one factor on the basis of the size of the other factor
3e7febf4-233b-564a-8db2-a612fc5e3de5,,Write the equation y = mx + b for a line graphed not through the origin
650c0c11-6bac-5dfd-b42b-93aef8079aef,,Use similar triangles to explain why the slope of a line graphed on the coordinate plane is consistent
c931c413-a900-5840-9634-597c5ba0dfdc,,Write the equation y = mx for a line graphed through the origin
e33be58c-4221-5a87-a305-3399dbb0da7d,,Use simulations of random sampling to generate a margin of error when estimating a population value with a sample mean or sample proportion
feff0e2e-1723-5c71-a070-73329607fe26,,Use sample means and sample proportions to estimate population values
53a266db-abd7-5ee4-b68b-ee75705010cb,,"Use symbols (>,<, or =) to communicate comparison of two two-digit numbers"
b2b4888f-f150-584d-8717-31de7864989d,,Compare two two-digit numbers by comparing the digits in each place value
fd3f3ed6-e964-5946-86e3-4b966185efd9,,Use comparative language to communicate comparison of two two-digit numbers
e46c60e0-1e2c-52e9-9b5d-2af68ca1a726,,Find the inverse of a function that is not one-to-one by restricting the domain
82e678da-ccf9-5885-aec5-8d8108597334,,Read values of an inverse function from a graph or table of the original function
20eff432-6538-5c5a-862a-cc9e7c5275a6,,Form ordered pairs consisting of corresponding terms from two patterns
3e8126aa-6241-5782-9e20-7fa694a61e5a,,Identify apparent relationships between corresponding terms
8a9af9bf-82b8-5b6a-a19b-274dca8e60a0,,Generate two numerical patterns using two given rules
d39ace9b-023b-5c22-9fe4-d23916fb136b,,Graph ordered pairs consisting of corresponding terms from two patterns on a coordinate plane
eb4874e5-06e0-5ff1-9cc8-c77c5a246212,,Form ordered pairs consisting of corresponding terms from two patterns and graph the ordered pairs on a coordinate plane
014f7397-65ef-5aa6-8226-ce47065b4d41,,"Evaluate linear functions for inputs in their domain, including when expressed in function notation"
21d29a38-5f19-5e8b-b0b1-dccfb4d277fe,,"Evaluate quadratic functions for inputs in their domain, including when expressed in function notation"
2c63d6b2-ebce-5e56-bf10-e9b2a4997122,,"Evaluate exponential functions for inputs in their domain, including when expressed in function notation"
36058a4c-174c-5827-bb39-e6332d3b8463,,Interpret statements that use quadratic function notation in terms of the context in which they are used
4208bd5a-aceb-59f2-98cb-37b1bddbb9f4,,Interpret statements that use exponential function notation in terms of the context in which they are used
4922b13d-9604-50f6-ae74-0bc78f72a004,,"When a relation is determined to be a piecewise defined function, use f(x) notation"
5e8521af-1033-53f2-992a-9e08287bbc9b,,"Evaluate piecewise defined functions for inputs in their domain, including when expressed in function notation"
734ca2bf-bad8-5a7e-a44a-173f5a61ec3b,,"When a relation is determined to be a function, use f(x) notation"
802e2599-5858-58a1-8b0b-756cea9d4470,,"Evaluate functions for inputs in their domain, including when expressed in function notation"
8ade225d-0d6e-59a2-a506-62a6076aa800,,Interpret statements that use function notation in terms of the context in which they are used
965694f8-1d35-5cf6-9923-4e422b261641,,"When a relation is determined to be a exponential function, use f(x) notation"
9a819fcc-0224-5647-a410-b2d9f50ac90b,,"When a relation is determined to be a quadratic function, use f(x) notation"
ca4c6ee0-4cdc-5313-9937-65bbcb1c58f6,,"When a relation is determined to be a linear function, use f(x) notation"
ca5b882f-8ce3-54b1-a776-2e73e6663550,,Interpret statements that use linear function notation in terms of the context in which they are used
d99a92e3-585f-548e-bcc0-34fc7fe77087,,Interpret statements that use piecewise defined function notation in terms of the context in which they are used
3fcc0c50-f2d0-5952-965b-c772171bee43,,Use the remainder theorem for polynomials to identify if (x - a) is a factor of p(x)
a2137b00-46f9-5846-b9d4-679b61bee0b6,,Use the remainder theorem for polynomials to find the value of p(a)
09f9dbf8-a4e9-5902-9e26-13376991623e,,Express a fraction with a denominator 10 as an equivalent fraction with a denominator 100
91c2912b-10ea-5d55-9cdd-f34ad00536d0,,Add two fractions with respective denominators 10 and 100
6a3040b7-8da5-55ab-8b46-29194e8d5143,,Use place value understanding to round decimals to any place
d4d78b01-6b8c-5356-a85c-e8815501ab03,,Understand that the probability of a compound event is the fraction of outcomes in the sample space for which the compound event occurs
307615c2-ff78-5c77-aa1c-d4f5c8891fd1,,"Using trigonometry and the relationship among sides and angles of any triangle, such as sin(C)=(h/a), prove the Law of Sines"
bd6d804c-f6ac-5b4c-b1fb-b9b762028a80,,Use the Laws of Sines to solve problems
d531c829-edce-5f6e-92a6-bb614255f9cb,,"Using trigonometry, the relationship among sides and angles of any triangle, and the Pythagorean Theorem, prove the Law of Cosines"
e2f1c74a-11d8-528d-bc3e-db3117d6a391,,Use the Laws of Cosines to solve problems
09c0a448-b2dd-5cab-85eb-f99aae9f7981,,Interpret features of a quadratic function in terms of a context
5021db20-a49d-5ee0-bfef-ddfee2b3ee83,,"Use the process of completing the square in a quadratic function to show zeros, extreme values, or symmetry of the graph, as appropriate"
68e341bc-4ef5-5e36-96cf-a6ba81e82cbb,,"Use the process of factoring in a quadratic function to show zeros, extreme values, or symmetry of the graph, as appropriate"
a6076801-0a4f-5c7a-bd87-f904a82734fa,,Work with matrices as transformations of vectors
ec09177f-06ec-5173-bbad-22ef4cdd6262,,Multiply a vector as a matrix with one column by a matrix of suitable dimensions to produce another vector
5403c7b6-f71e-56e8-85a5-8f74d52e2471,,Describe multiple measurable attributes of an object
c6c9c231-72b0-5b06-8697-32caa92cefdb,,Describe a measurable attribute of an object
236c0577-fcba-5942-9c3e-fe11d19469fc,,Add and subtract rational numbers
d66239a0-4b54-5d24-a4f1-75208ca17950,,Subtract rational numbers
d95a85b2-73d4-56cf-8b20-2b7b9fa0fa1a,,Represent addition and subtraction of rational numbers on a number line
f10e97bc-a271-5f0b-85f5-a267043949e1,,Add rational numbers
425dce77-599d-5912-9e92-0802ec13cb68,,"Add decimals to the hundredths using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction"
445dd0dd-00aa-5fef-879e-58f62fd1b8db,,"Subtract decimals to the hundredths using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction"
486045b7-a4dd-591f-a78e-3669cc0a8352,,Multiply decimals to the hundredths using concrete models or drawings and strategies based on place value and/or properties of operations
90b36ead-9116-53a0-9331-c9dd7cb6b4c1,,Divide decimals to the hundredths using concrete models or drawings and strategies based on place value and/or properties of operations
9965bcb5-d47b-5345-9c26-e34644fd6724,,Relate strategies for subtracting decimals to the hundredths to a written method
a42d73b8-5afc-55c3-bce3-7e85e9decb08,,Relate strategies for adding decimals to the hundredths to a written method
bb674a90-b1f8-5140-b8cb-fa8d8602cde6,,Relate strategies for multiplying decimals to the hundredths to a written method
c2ad2555-96e4-55a9-882f-9c7c847a912e,,Relate strategies for dividing decimals to the hundredths to a written method
20767411-379a-5783-a81e-0bba4df4deb9,,Measure the area of a rectangle by counting unit squares
f538df9a-9d39-589f-99b7-501a869e3079,,Recognize that the number of tiles along a side corresponds to the length of the side
bfa79064-fe1e-5430-81de-c4155d27d0b4,,Divide unit fractions by whole numbers and whole numbers by unit fractions
91fb37cd-6fb9-5a91-9ebe-9b7f50e89f84,,"Understand that the numbers 100, 200, 300, 400, 500, 600, 700, 800, 900 refer to one, two, three, four, five, six, seven, eight, or nine hundreds (and 0 tens and 0 ones)"
03fe171c-26b4-5677-8d12-688e88c139c9,,"Add within 1,000 using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction"
0bbb2352-e84f-5e31-9162-c58d9f6861e7,,"Add or subtract hundreds and hundreds, tens and tens, ones and ones"
5dfb9a7e-a108-539f-b948-0bf293bbf04a,,"Subtract within 1,000 using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction"
961d4025-a472-5172-a70f-fa3fc3ae7bb7,,Compose or decompose tens or hundreds as needed when adding and subtracting
ab0d6142-38c2-5029-be01-e25fca5096e6,,Relate an addition strategy to a written method
f081e0ef-c775-53fc-a82a-53224b12f06f,,Relate a subtraction strategy to a written method
88d0db5d-fc37-5cba-9f72-f504b83063ca,,"Recognize the radian measure of an angle as the ratio of the length of an arc intercepted by a central angle and the radius of the circle, including understanding this ratio as the length of the arc if the radius of the circle is 1"
20ceb752-7713-5e48-8c71-0a6684079562,,Solve mathematical problems using nets to find the surface area of three-dimensional figures
6179a7ca-c790-579f-9fd9-a1fecb065163,,Solve real-world problems using nets to find the surface area of three-dimensional figures
eed1bb5e-2be6-53a7-9341-2412eb7d86e8,,Use nets to find the surface area of three-dimensional figures
ff4ee7ca-c71f-53c1-b629-74b9a0d961ce,,Represent three-dimensional figures using nets made up of rectangles and triangles
56712271-b20c-563b-a20c-9535b5161e72,,Write inequalities in the form x > c  or x < c to represent a constraint or condition in a real-world problem
94bdf387-6027-5bfe-a80f-9080e4299330,,Identify that inequalities in the form x > c or x < c have infinitely many solutions
99fa4be6-09b5-5881-93be-8abcae5d7f71,,Write inequalities in the form x > c  or x < c to represent a constraint or condition in a mathematical problem
facf8a39-ce4d-5084-8d21-3cefcbd0da25,,Represent solutions of inequalities in the form x > c or x < c on number line diagrams
